ClientCode,ProductCode,Date,Quantity
C00018,VW000095903,2025_28,4752
C00018,VW000058808,2025_28,642
C00018,VW151616,2025_28,22400
C00018,VW000092467,2025_28,3643
C00018,VW000054852,2025_28,19200
C00018,VW000065335,2025_28,540
C00018,VW000068615,2025_28,360
C00018,V53512215,2025_28,360
C00018,VW000097898,2025_28,17400
C00018,V53343086,2025_28,19
C00018,VW000035923,2025_28,245
C00018,VW000038990,2025_28,2400
C00018,V53342296,2025_28,916
C00018,V53343106,2025_28,6174
C00018,V53342836,2025_28,441
C00018,VW000037335,2025_28,353
C00018,VW000026780,2025_28,12
C00018,VW000027021,2025_28,441
C00018,VW000035924,2025_28,10525
C00018,VW000035923,2025_29,160
C00018,VW000097898,2025_29,11600
C00018,V53343086,2025_29,69
C00018,V53343106,2025_29,3528
C00018,V53342836,2025_29,882
C00018,V53342676,2025_29,441
C00018,V53342296,2025_29,624
C00018,VW000035924,2025_29,5464
C00018,VW000026780,2025_29,308
C00018,VW000037335,2025_29,335
C00018,V53512215,2025_29,240
C00018,VW000054852,2025_29,11200
C00018,VW000092467,2025_29,1159
C00018,VW151616,2025_29,16000
C00018,VW000065335,2025_29,360
C00018,V53342696,2025_29,441
C00018,VW000058808,2025_29,511
C00018,VW000051918,2025_29,89
C00018,V53342636,2025_29,882
C00018,VW000037397,2025_31,915
C00018,VW000051918,2025_31,182
C00018,VW000092467,2025_31,150
C00018,VW000007073,2025_31,882
C00018,V53343086,2025_31,6
C00018,VW000038990,2025_31,800
C00018,VW000095903,2025_32,4752
C00018,VW000051918,2025_32,1121
C00018,VW000058808,2025_32,325
C00018,VW000037397,2025_32,2634
C00018,VW000092467,2025_32,2076
C00018,VW151616,2025_32,1600
C00018,VW000065335,2025_32,360
C00018,V53512215,2025_32,120
C00018,VW000054852,2025_32,12800
C00018,VW000007073,2025_32,3087
C00018,VW000097898,2025_32,9000
C00018,V53343086,2025_32,51
C00018,VW000035923,2025_32,110
C00018,VW000037335,2025_32,308
C00018,VW000027021,2025_32,441
C00018,VW000038990,2025_32,4000
C00018,V53342296,2025_32,480
C00018,V53343106,2025_32,3969
C00018,VW000026780,2025_32,603
C00018,VW000035924,2025_32,6919
C00018,VW000095903,2025_33,7128
C00018,V53342636,2025_33,441
C00018,VW000037397,2025_33,2094
C00018,VW000051918,2025_33,1761
C00018,VW000058808,2025_33,459
C00018,VW000065335,2025_33,480
C00018,VW151616,2025_33,8000
C00018,VW000092467,2025_33,2560
C00018,VW000054852,2025_33,18400
C00018,VW000007073,2025_33,1764
C00018,V53512215,2025_33,160
C00018,VW000097898,2025_33,8400
C00018,V53343086,2025_33,55
C00018,VW000035923,2025_33,203
C00018,VW000038990,2025_33,3200
C00018,VW000037335,2025_33,307
C00018,VW000035924,2025_33,10489
C00018,V53342296,2025_33,640
C00018,VW000026780,2025_33,4
C00018,V53343106,2025_33,4410
C00018,V53342836,2025_33,1323
C00018,V53342636,2025_34,882
C00018,VW000095903,2025_34,9504
C00018,VW000051918,2025_34,2249
C00018,VW000058808,2025_34,545
C00018,VW000037397,2025_34,2446
C00018,VW151616,2025_34,17600
C00018,VW000065335,2025_34,611
C00018,VW000092467,2025_34,3298
C00018,V53512215,2025_34,200
C00018,VW000054852,2025_34,24000
C00018,VW000007073,2025_34,3087
C00018,VW000097898,2025_34,9514
C00018,V53343086,2025_34,67
C00018,VW000035923,2025_34,267
C00018,VW000038990,2025_34,4800
C00018,V53342836,2025_34,1764
C00018,V53343106,2025_34,6174
C00018,VW000037395,2025_34,1600
C00018,VW000026780,2025_34,602
C00018,VW000037335,2025_34,256
C00018,VW000027021,2025_34,441
C00018,VW000035924,2025_34,14977
C00018,V53342296,2025_34,811
C00018,VW000095903,2025_35,7128
C00018,V53342636,2025_35,882
C00018,VW000037397,2025_35,2308
C00018,VW000058808,2025_35,462
C00018,VW000051918,2025_35,2205
C00018,VW000092467,2025_35,3180
C00018,VW000065335,2025_35,627
C00018,VW151616,2025_35,16000
C00018,VW000054852,2025_35,24800
C00018,V53512215,2025_35,218
C00018,VW000068615,2025_35,840
C00018,VW000007073,2025_35,3087
C00018,VW000037395,2025_35,3200
C00018,V53342296,2025_35,845
C00018,VW000035924,2025_35,15319
C00018,VW000027021,2025_35,441
C00018,VW000037335,2025_35,224
C00018,V53342676,2025_35,441
C00018,V53343106,2025_35,6174
C00018,V53342836,2025_35,882
C00018,VW000038990,2025_35,4000
C00018,VW000097898,2025_35,11932
C00018,V53343086,2025_35,60
C00018,VW000035923,2025_35,172
C00018,V53342836,2025_40,3528
C00018,V53342676,2025_40,441
C00018,VW000037395,2025_40,4000
C00018,V53342296,2025_40,3416
C00018,V53343106,2025_40,22932
C00018,VW000037335,2025_40,698
C00018,VW000027021,2025_40,882
C00018,VW000026780,2025_40,1210
C00018,VW000035924,2025_40,60660
C00018,VW000038990,2025_40,16800
C00018,VW000035923,2025_40,769
C00018,VW000067337,2025_40,75
C00018,V53343086,2025_40,239
C00018,VW000097898,2025_40,52569
C00018,VW000007073,2025_40,12789
C00018,V53512215,2025_40,979
C00018,VW000065335,2025_40,2411
C00018,VW000054852,2025_40,98400
C00018,VW151616,2025_40,75200
C00018,VW000092467,2025_40,14216
C00018,V53342696,2025_40,441
C00018,VW000051918,2025_40,8785
C00018,VW000058808,2025_40,1874
C00018,V53342636,2025_40,2205
C00018,VW000095903,2025_40,38016
C00018,V53342836,2025_44,3969
C00018,V53342676,2025_44,441
C00018,V53343106,2025_44,29106
C00018,VW000035924,2025_44,77029
C00018,V53342296,2025_44,4055
C00018,VW000037395,2025_44,5600
C00018,VW000026780,2025_44,1366
C00018,VW000027021,2025_44,882
C00018,VW000037335,2025_44,920
C00018,VW000038990,2025_44,22400
C00018,VW000067337,2025_44,845
C00018,VW000035923,2025_44,1200
C00018,V53343086,2025_44,323
C00018,VW000097898,2025_44,56611
C00018,VW000054852,2025_44,121600
C00018,VW000007073,2025_44,15435
C00018,V53512215,2025_44,1243
C00018,VW000065335,2025_44,2719
C00018,VW000068615,2025_44,840
C00018,VW000092467,2025_44,16011
C00018,VW151616,2025_44,76800
C00018,VW000095903,2025_44,42768
C00018,V53342636,2025_44,2646
C00018,VW000051918,2025_44,11142
C00018,VW000058808,2025_44,2073
C00018,V53342636,2025_49,2205
C00018,VW000095903,2025_49,30888
C00018,VW000058808,2025_49,1675
C00018,VW000051918,2025_49,7718
C00018,V53342696,2025_49,441
C00018,VW151616,2025_49,62400
C00018,VW000065335,2025_49,2127
C00018,VW000092467,2025_49,13806
C00018,VW000068615,2025_49,480
C00018,V53512215,2025_49,937
C00018,VW000054852,2025_49,95200
C00018,VW000007073,2025_49,10143
C00018,V53343086,2025_49,273
C00018,VW000097898,2025_49,47815
C00018,VW000067337,2025_49,803
C00018,VW000035923,2025_49,839
C00018,VW000038990,2025_49,15200
C00018,V53342676,2025_49,441
C00018,V53342836,2025_49,3087
C00018,V53343106,2025_49,21609
C00018,VW000037395,2025_49,3200
C00018,V53342296,2025_49,3074
C00018,VW000037335,2025_49,649
C00018,VW000027021,2025_49,882
C00018,VW000026780,2025_49,1828
C00018,VW000035924,2025_49,61944
C00018,VW000035923,2025_53,1253
C00018,VW000067337,2025_53,884
C00018,VW000097898,2025_53,50615
C00018,V53343086,2025_53,295
C00018,V53342836,2025_53,3969
C00018,V53342296,2025_53,4000
C00018,VW000037395,2025_53,4000
C00018,V53343106,2025_53,23814
C00018,VW000035924,2025_53,73718
C00018,VW000037335,2025_53,866
C00018,VW000026780,2025_53,1216
C00018,VW000027021,2025_53,1323
C00018,VW000038990,2025_53,17600
C00018,VW000054852,2025_53,97600
C00018,VW000007073,2025_53,11025
C00018,V53512215,2025_53,1199
C00018,VW000065335,2025_53,2776
C00018,VW151616,2025_53,64000
C00018,VW000092467,2025_53,13920
C00018,V53342636,2025_53,2205
C00018,VW000095903,2025_53,33264
C00018,VW000051918,2025_53,9257
C00018,VW000058808,2025_53,1920
C00018,VW000095903,2026_5,26136
C00018,V53342636,2026_5,2646
C00018,V53342696,2026_5,441
C00018,VW000051918,2026_5,9063
C00018,VW000058808,2026_5,1473
C00018,VW000092467,2026_5,13496
C00018,VW151616,2026_5,64000
C00018,VW000065335,2026_5,2286
C00018,VW000068615,2026_5,840
C00018,VW000007073,2026_5,11025
C00018,V53512215,2026_5,796
C00018,VW000054852,2026_5,96800
C00018,VW000038990,2026_5,16800
C00018,V53342836,2026_5,3087
C00018,V53342676,2026_5,441
C00018,V53343106,2026_5,22491
C00018,VW000027021,2026_5,1323
C00018,VW000037335,2026_5,808
C00018,VW000026780,2026_5,1662
C00018,VW000037395,2026_5,4000
C00018,VW000035924,2026_5,71089
C00018,V53342296,2026_5,3115
C00018,V53343086,2026_5,219
C00018,VW000097898,2026_5,52162
C00018,VW000067337,2026_5,1165
C00018,VW000035923,2026_5,1105
C00018,VW000051918,2026_9,8992
C00018,V53342696,2026_9,441
C00018,VW000058808,2026_9,1333
C00018,VW000095903,2026_9,30888
C00018,V53342636,2026_9,2205
C00018,VW000092467,2026_9,12818
C00018,VW151616,2026_9,64000
C00018,VW000065335,2026_9,2364
C00018,V53512215,2026_9,700
C00018,VW000054852,2026_9,96800
C00018,VW000007073,2026_9,11025
C00018,VW000038990,2026_9,16800
C00018,VW000037395,2026_9,4800
C00018,V53342296,2026_9,3129
C00018,VW000035924,2026_9,67108
C00018,VW000026780,2026_9,1220
C00018,VW000037335,2026_9,570
C00018,VW000027021,2026_9,1323
C00018,V53343106,2026_9,22491
C00018,V53342836,2026_9,3528
C00018,V53342676,2026_9,441
C00018,VW000097898,2026_9,51350
C00018,V53343086,2026_9,200
C00018,VW000035923,2026_9,1001
C00018,VW000067337,2026_9,795
C00018,VW000035923,2026_14,801
C00018,VW000097898,2026_14,61249
C00018,V53343086,2026_14,177
C00018,V53342836,2026_14,3087
C00018,V53343106,2026_14,21609
C00018,V53342296,2026_14,3099
C00018,VW000027021,2026_14,1323
C00018,VW000037335,2026_14,635
C00018,VW000026780,2026_14,915
C00018,VW000035924,2026_14,64570
C00018,VW000037395,2026_14,4000
C00018,VW000038990,2026_14,20800
C00018,VW000007073,2026_14,12789
C00018,VW000068615,2026_14,840
C00018,V53512215,2026_14,786
C00018,VW000054852,2026_14,92000
C00018,VW000092467,2026_14,14677
C00018,VW000065335,2026_14,2277
C00018,VW151616,2026_14,75200
C00018,VW000095903,2026_14,30888
C00018,VW000058808,2026_14,1231
C00018,VW000051918,2026_14,10587
C00018,V53342636,2026_14,1764
C00018,V53342836,2026_18,3528
C00018,V53343106,2026_18,25137
C00018,V53342676,2026_18,441
C00018,V53342296,2026_18,3818
C00018,VW000037395,2026_18,4800
C00018,VW000035924,2026_18,77431
C00018,VW000026780,2026_18,2650
C00018,VW000037335,2026_18,722
C00018,VW000027021,2026_18,882
C00018,VW000038990,2026_18,19200
C00018,VW000035923,2026_18,1072
C00018,VW000067337,2026_18,286
C00018,V53343086,2026_18,223
C00018,VW000097898,2026_18,56848
C00018,V53342636,2026_18,1764
C00018,VW000095903,2026_18,30888
C00018,VW000051918,2026_18,9875
C00018,V53342696,2026_18,441
C00018,VW000058808,2026_18,1435
C00018,VW000054852,2026_18,107200
C00018,VW000007073,2026_18,11907
C00018,V53512215,2026_18,989
C00018,VW000065335,2026_18,2797
C00018,VW000068615,2026_18,480
C00018,VW151616,2026_18,70400
C00018,VW000092467,2026_18,16915
C00018,VW000092467,2026_23,10726
C00018,VW151616,2026_23,43200
C00018,VW000065335,2026_23,2237
C00018,VW000068615,2026_23,840
C00018,V53512215,2026_23,787
C00018,VW000007073,2026_23,7056
C00018,VW000054852,2026_23,89600
C00018,VW000095903,2026_23,28512
C00018,V53342636,2026_23,1764
C00018,VW000051918,2026_23,6069
C00018,VW000058808,2026_23,1625
C00018,V53343086,2026_23,193
C00018,VW000097898,2026_23,35231
C00018,VW000035923,2026_23,716
C00018,VW000038990,2026_23,11200
C00018,V53342676,2026_23,441
C00018,V53342836,2026_23,3087
C00018,V53343106,2026_23,20727
C00018,VW000027021,2026_23,882
C00018,VW000026780,2026_23,1831
C00018,VW000037335,2026_23,653
C00018,VW000035924,2026_23,67094
C00018,V53342296,2026_23,3063
C00018,VW000037395,2026_23,4000
C00018,VW000035923,2026_27,814
C00018,VW000067337,2026_27,600
C00018,VW000097898,2026_27,60738
C00018,V53343086,2026_27,202
C00018,V53342676,2026_27,441
C00018,V53342836,2026_27,3087
C00018,V53342296,2026_27,2764
C00018,V53343106,2026_27,21168
C00018,VW000037395,2026_27,4000
C00018,VW000035924,2026_27,69075
C00018,VW000026780,2026_27,1523
C00018,VW000037335,2026_27,523
C00018,VW000027021,2026_27,1323
C00018,VW000038990,2026_27,16000
C00018,VW000054852,2026_27,91200
C00018,VW000007073,2026_27,10143
C00018,V53512215,2026_27,655
C00018,VW000068615,2026_27,480
C00018,VW000065335,2026_27,2029
C00018,VW000092467,2026_27,13920
C00018,VW151616,2026_27,73600
C00018,VW000095903,2026_27,30888
C00018,V53342636,2026_27,882
C00018,VW000051918,2026_27,8534
C00018,VW000058808,2026_27,1400
C00018,VW000067337,2026_31,300
C00018,VW000035923,2026_31,1044
C00018,V53343086,2026_31,215
C00018,VW000097898,2026_31,45377
C00018,VW000027021,2026_31,1323
C00018,VW000037335,2026_31,644
C00018,V53342296,2026_31,3300
C00018,VW000026780,2026_31,614
C00018,VW000037395,2026_31,4800
C00018,VW000035924,2026_31,76863
C00018,V53343106,2026_31,24255
C00018,V53342836,2026_31,3528
C00018,VW000038990,2026_31,18400
C00018,VW000095903,2026_31,28512
C00018,V53342636,2026_31,1323
C00018,VW000051918,2026_31,9536
C00018,VW000058808,2026_31,1391
C00018,V53342696,2026_31,441
C00018,VW000068615,2026_31,840
C00018,VW000065335,2026_31,2595
C00018,V53512215,2026_31,685
C00018,VW000007073,2026_31,11466
C00018,VW000054852,2026_31,101600
C00018,VW000092467,2026_31,12909
C00018,VW151616,2026_31,54400
C00018,VW000092467,2026_36,9534
C00018,VW151616,2026_36,65600
C00018,VW000054852,2026_36,81600
C00018,VW000007073,2026_36,8820
C00018,V53512215,2026_36,613
C00018,VW000065335,2026_36,2587
C00018,V53342636,2026_36,1323
C00018,VW000095903,2026_36,28512
C00018,VW000058808,2026_36,1246
C00018,VW000051918,2026_36,7626
C00018,VW000038990,2026_36,14400
C00018,VW000027021,2026_36,882
C00018,V53342836,2026_36,3087
C00018,V53343106,2026_36,18963
C00018,V53342296,2026_36,3222
C00018,V53342676,2026_36,441
C00018,VW000037395,2026_36,3200
C00018,VW000035924,2026_36,62682
C00018,VW000037335,2026_36,343
C00018,VW000026780,2026_36,1809
C00018,V53343086,2026_36,170
C00018,VW000097898,2026_36,52661
C00018,VW000035923,2026_36,722
C00018,VW000067337,2026_36,600
C00018,VW000035923,2026_40,1267
C00018,VW000097898,2026_40,51605
C00018,V53343086,2026_40,254
C00018,V53342836,2026_40,3969
C00018,V53342676,2026_40,441
C00018,V53342296,2026_40,4163
C00018,V53343106,2026_40,28665
C00018,VW000027021,2026_40,1323
C00018,VW000037335,2026_40,580
C00018,VW000035924,2026_40,92354
C00018,VW000026780,2026_40,937
C00018,VW000037395,2026_40,5600
C00018,VW000038990,2026_40,21600
C00018,VW000051918,2026_40,11187
C00018,VW000058808,2026_40,1821
C00018,VW000095903,2026_40,33264
C00018,V53342636,2026_40,1764
C00018,VW000068615,2026_40,1320
C00018,V53512215,2026_40,991
C00018,VW000054852,2026_40,121600
C00018,VW000007073,2026_40,13671
C00018,VW151616,2026_40,62400
C00018,VW000065335,2026_40,3117
C00018,VW000092467,2026_40,13158
C00018,VW000097898,2026_44,51699
C00018,V53343086,2026_44,198
C00018,VW000035923,2026_44,870
C00018,VW000067337,2026_44,300
C00018,VW000038990,2026_44,20000
C00018,V53342836,2026_44,3087
C00018,V53343106,2026_44,21609
C00018,V53342676,2026_44,441
C00018,VW000037395,2026_44,4000
C00018,V53342296,2026_44,3068
C00018,VW000035924,2026_44,70199
C00018,VW000027021,2026_44,1323
C00018,VW000026780,2026_44,1520
C00018,VW000037335,2026_44,347
C00018,V53342636,2026_44,1323
C00018,V53342696,2026_44,441
C00018,VW000058808,2026_44,1421
C00018,VW000095903,2026_44,35640
C00018,VW000051918,2026_44,10643
C00018,VW000092467,2026_44,15959
C00018,VW151616,2026_44,64000
C00018,VW000007073,2026_44,12789
C00018,VW000054852,2026_44,92000
C00018,VW000065335,2026_44,2226
C00018,V53512215,2026_44,778
C00018,V53343086,2026_49,186
C00018,VW000097898,2026_49,56770
C00018,VW000035923,2026_49,714
C00018,VW000038990,2026_49,11200
C00018,V53342836,2026_49,3087
C00018,V53343106,2026_49,20286
C00018,VW000027021,2026_49,882
C00018,VW000037335,2026_49,350
C00018,V53342296,2026_49,2637
C00018,VW000026780,2026_49,2100
C00018,VW000037395,2026_49,4000
C00018,VW000035924,2026_49,67490
C00018,V53342636,2026_49,1323
C00018,VW000051918,2026_49,5985
C00018,VW000095903,2026_49,26136
C00018,VW000058808,2026_49,1434
C00018,VW000092467,2026_49,11803
C00018,VW000065335,2026_49,1958
C00018,VW151616,2026_49,68800
C00018,V53512215,2026_49,663
C00018,VW000068615,2026_49,840
C00018,VW000054852,2026_49,87200
C00018,VW000007073,2026_49,7056
C00018,VW000007073,2026_53,11466
C00018,VW000054852,2026_53,102400
C00018,V53512215,2026_53,949
C00018,VW000068615,2026_53,840
C00018,VW000092467,2026_53,13172
C00018,VW000065335,2026_53,2217
C00018,VW151616,2026_53,49600
C00018,VW000058808,2026_53,1602
C00018,VW000051918,2026_53,9563
C00018,VW000095903,2026_53,30888
C00018,V53342636,2026_53,1323
C00018,V53342676,2026_53,441
C00018,V53342836,2026_53,3528
C00018,V53343106,2026_53,23814
C00018,VW000035924,2026_53,77836
C00018,VW000037395,2026_53,4000
C00018,V53342296,2026_53,3189
C00018,VW000027021,2026_53,1323
C00018,VW000037335,2026_53,432
C00018,VW000026780,2026_53,1820
C00018,VW000038990,2026_53,18400
C00018,VW000035923,2026_53,966
C00018,VW000067337,2026_53,900
C00018,VW000097898,2026_53,40162
C00018,V53343086,2026_53,216
C00072,V53343086BRA,2025_18,280
C00072,VW151616BRA,2025_18,1260
C00072,VW447251BRA,2025_18,1120
C00072,VW000037335BRA,2025_18,1540
C00072,V53342696BRA,2025_18,2646
C00072,VW000038990BRA,2025_18,2400
C00072,VW000035923BRA,2025_18,15120
C00072,VW000058808BRA,2025_18,5600
C00072,V53343086BRA,2025_19,560
C00072,VW151616BRA,2025_19,140
C00072,VW447251BRA,2025_19,2520
C00072,VW000037335BRA,2025_19,2940
C00072,VW000035923BRA,2025_19,11480
C00072,V1001MR035,2025_19,1600
C00072,V53342696BRA,2025_19,4410
C00072,VW000038990BRA,2025_19,3200
C00072,VW000058808BRA,2025_19,7840
C00072,VW000037335BRA,2025_20,3080
C00072,VW447251BRA,2025_20,1120
C00072,V53343086BRA,2025_20,280
C00072,VW151616BRA,2025_20,2380
C00072,V53342696BRA,2025_20,441
C00072,VW000035923BRA,2025_20,17080
C00072,VW000038990BRA,2025_20,4000
C00072,VW000058808BRA,2025_20,6580
C00072,V53342696BRA,2025_21,2205
C00072,VW000035923BRA,2025_21,14560
C00072,VW000038990BRA,2025_21,1600
C00072,VW000058808BRA,2025_21,3780
C00072,V53343086BRA,2025_21,560
C00072,VW151616BRA,2025_21,1540
C00072,VW000037335BRA,2025_21,1960
C00072,VW447251BRA,2025_21,700
C00072,VW000035923BRA,2025_22,13720
C00072,V1001MR035,2025_22,160
C00072,V53342696BRA,2025_22,1764
C00072,VW000038990BRA,2025_22,3200
C00072,VW000058808BRA,2025_22,5740
C00072,V53343086BRA,2025_22,700
C00072,VW151616BRA,2025_22,1540
C00072,VW000037335BRA,2025_22,1960
C00072,VW447251BRA,2025_22,1400
C00072,VW000037335BRA,2025_23,700
C00072,VW447251BRA,2025_23,700
C00072,V53343086BRA,2025_23,700
C00072,VW151616BRA,2025_23,420
C00072,VW000038990BRA,2025_23,1600
C00072,V1001MR035,2025_23,80
C00072,V53342696BRA,2025_23,882
C00072,VW000035923BRA,2025_23,5180
C00072,VW000058808BRA,2025_23,2380
C00072,V1001MR035,2025_24,240
C00072,V53342696BRA,2025_24,2205
C00072,VW000035923BRA,2025_24,13440
C00072,VW000038990BRA,2025_24,4000
C00072,VW000058808BRA,2025_24,6300
C00072,V53343086BRA,2025_24,700
C00072,VW151616BRA,2025_24,1540
C00072,VW447251BRA,2025_24,1400
C00072,VW000037335BRA,2025_24,2100
C00072,VW000037335BRA,2025_25,2240
C00072,VW447251BRA,2025_25,1540
C00072,V53343086BRA,2025_25,560
C00072,VW151616BRA,2025_25,1540
C00072,VW000058808BRA,2025_25,6440
C00072,VW000035923BRA,2025_25,13300
C00072,VW000038990BRA,2025_25,3200
C00072,V53342696BRA,2025_25,1764
C00072,VW000035923BRA,2025_26,13300
