ClientCode,ProductCode,Date,Quantity,ExpectedDeliveryDate
C00018,V53342296,2025_24,800,2025-06-10
C00018,VW000038990,2025_24,4800,2025-06-10
C00018,VW000035923,2025_24,111,2025-06-10
C00018,VW000097898,2025_24,11878,2025-06-10
C00018,VW151616,2025_25,17600,2025-06-16
C00018,VW000092467,2025_25,3653,2025-06-16
C00018,VW000065335,2025_25,600,2025-06-16
C00018,V53512215,2025_25,200,2025-06-16
C00018,VW000054852,2025_25,22400,2025-06-16
C00018,VW000007073,2025_25,2646,2025-06-16
C00018,VW000095903,2025_25,7128,2025-06-16
C00018,V53342636,2025_25,1764,2025-06-16
C00018,VW000051918,2025_25,3182,2025-06-16
C00018,VW000058808,2025_25,521,2025-06-16
C00018,VW000037397,2025_25,2709,2025-06-16
C00018,VW000097898,2025_25,15001,2025-06-16
C00018,VW000035923,2025_25,219,2025-06-16
C00018,VW000027021,2025_25,441,2025-06-16
C00018,VW000038990,2025_25,4800,2025-06-16
C00018,VW000035924,2025_25,12759,2025-06-16
C00018,V53342296,2025_25,800,2025-06-16
C00018,VW000037335,2025_25,103,2025-06-16
C00018,VW000026780,2025_25,1095,2025-06-16
C00018,V53342836,2025_25,1323,2025-06-16
C00018,V53343106,2025_25,6174,2025-06-16
C00018,VW000037395,2025_25,2400,2025-06-16
C00018,V53342676,2025_25,441,2025-06-16
C00018,VW000037335,2025_26,256,2025-06-23
C00018,VW000038990,2025_26,4800,2025-06-23
C00018,V53342836,2025_26,882,2025-06-23
C00018,V53343106,2025_26,6174,2025-06-23
C00018,VW000026780,2025_26,311,2025-06-23
C00018,VW000027021,2025_26,441,2025-06-23
C00018,VW000035924,2025_26,13866,2025-06-23
C00018,V53342296,2025_26,800,2025-06-23
C00018,VW000097898,2025_26,14490,2025-06-23
C00018,VW000035923,2025_26,204,2025-06-23
C00018,V53342636,2025_26,2205,2025-06-23
C00018,VW000095903,2025_26,9504,2025-06-23
C00018,VW000037397,2025_26,2692,2025-06-23
C00018,VW000051918,2025_26,3055,2025-06-23
C00018,VW000058808,2025_26,551,2025-06-23
C00018,VW000092467,2025_26,3671,2025-06-23
C00018,VW151616,2025_26,19200,2025-06-23
C00018,VW000054852,2025_26,24000,2025-06-23
C00018,V53512215,2025_26,200,2025-06-23
C00018,VW000065335,2025_26,600,2025-06-23
C00018,VW000095903,2025_27,9504,2025-06-30
C00018,V53342636,2025_27,882,2025-06-30
C00018,VW000058808,2025_27,639,2025-06-30
C00018,VW000051918,2025_27,3479,2025-06-30
C00018,VW000037397,2025_27,2457,2025-06-30
C00018,VW000092467,2025_27,4006,2025-06-30
C00018,VW151616,2025_27,17600,2025-06-30
C00018,VW000065335,2025_27,660,2025-06-30
C00018,V53512215,2025_27,320,2025-06-30
C00018,VW000054852,2025_27,26400,2025-06-30
C00018,VW000097898,2025_27,14776,2025-06-30
C00018,VW000035923,2025_27,292,2025-06-30
C00018,VW000027021,2025_27,441,2025-06-30
C00018,VW000038990,2025_27,4000,2025-06-30
C00018,VW000035924,2025_27,15208,2025-06-30
C00018,VW000026780,2025_27,447,2025-06-30
C00018,VW000037335,2025_27,281,2025-06-30
C00018,V53343106,2025_27,7938,2025-06-30
C00018,V53342296,2025_27,980,2025-06-30
C00018,V53342836,2025_27,441,2025-06-30
C00018,V53342636,2025_28,882,2025-07-07
C00018,VW000051918,2025_28,1978,2025-07-07
C00018,VW000037397,2025_28,1208,2025-07-07
C00018,VW000095903,2025_28,4752,2025-07-07
C00018,VW000058808,2025_28,642,2025-07-07
C00018,VW151616,2025_28,22400,2025-07-07
C00018,VW000092467,2025_28,3643,2025-07-07
C00018,VW000054852,2025_28,19200,2025-07-07
C00018,VW000065335,2025_28,540,2025-07-07
C00018,VW000068615,2025_28,360,2025-07-07
C00018,V53512215,2025_28,360,2025-07-07
C00018,VW000097898,2025_28,17400,2025-07-07
C00018,V53343086,2025_28,19,2025-07-07
C00018,VW000035923,2025_28,245,2025-07-07
C00018,VW000038990,2025_28,2400,2025-07-07
C00018,V53342296,2025_28,916,2025-07-07
C00018,V53343106,2025_28,6174,2025-07-07
C00018,V53342836,2025_28,441,2025-07-07
C00018,VW000037335,2025_28,353,2025-07-07
C00018,VW000026780,2025_28,12,2025-07-07
C00018,VW000027021,2025_28,441,2025-07-07
C00018,VW000035924,2025_28,10525,2025-07-07
C00018,VW000035923,2025_29,160,2025-07-15
C00018,VW000097898,2025_29,11600,2025-07-15
C00018,V53343086,2025_29,69,2025-07-15
C00018,V53343106,2025_29,3528,2025-07-15
C00018,V53342836,2025_29,882,2025-07-15
C00018,V53342676,2025_29,441,2025-07-15
C00018,V53342296,2025_29,624,2025-07-15
C00018,VW000035924,2025_29,5464,2025-07-15
C00018,VW000026780,2025_29,308,2025-07-15
C00018,VW000037335,2025_29,335,2025-07-15
C00018,V53512215,2025_29,240,2025-07-15
C00018,VW000054852,2025_29,11200,2025-07-15
C00018,VW000092467,2025_29,1159,2025-07-15
C00018,VW151616,2025_29,16000,2025-07-15
C00018,VW000065335,2025_29,360,2025-07-15
C00018,V53342696,2025_29,441,2025-07-15
C00018,VW000058808,2025_29,511,2025-07-15
C00018,VW000051918,2025_29,89,2025-07-15
C00018,V53342636,2025_29,882,2025-07-15
C00018,VW000037397,2025_31,915,2025-07-28
C00018,VW000051918,2025_31,182,2025-07-28
C00018,VW000092467,2025_31,150,2025-07-28
C00018,VW000007073,2025_31,882,2025-07-28
C00018,V53343086,2025_31,6,2025-07-28
C00018,VW000038990,2025_31,800,2025-07-28
C00018,VW000095903,2025_32,4752,2025-08-04
C00018,VW000051918,2025_32,1121,2025-08-04
C00018,VW000058808,2025_32,325,2025-08-04
C00018,VW000037397,2025_32,2634,2025-08-04
C00018,VW000092467,2025_32,2076,2025-08-04
C00018,VW151616,2025_32,1600,2025-08-04
C00018,VW000065335,2025_32,360,2025-08-04
C00018,V53512215,2025_32,120,2025-08-04
C00018,VW000054852,2025_32,12800,2025-08-04
C00018,VW000007073,2025_32,3087,2025-08-04
C00018,VW000097898,2025_32,9000,2025-08-04
C00018,V53343086,2025_32,51,2025-08-04
C00018,VW000035923,2025_32,110,2025-08-04
C00018,VW000037335,2025_32,308,2025-08-04
C00018,VW000027021,2025_32,441,2025-08-04
C00018,VW000038990,2025_32,4000,2025-08-04
C00018,V53342296,2025_32,480,2025-08-04
C00018,V53343106,2025_32,3969,2025-08-04
C00018,VW000026780,2025_32,603,2025-08-04
C00018,VW000035924,2025_32,6919,2025-08-04
C00018,VW000095903,2025_33,7128,2025-08-11
C00018,V53342636,2025_33,441,2025-08-11
C00018,VW000037397,2025_33,2094,2025-08-11
C00018,VW000051918,2025_33,1761,2025-08-11
C00018,VW000058808,2025_33,459,2025-08-11
C00018,VW000065335,2025_33,480,2025-08-11
C00018,VW151616,2025_33,8000,2025-08-11
C00018,VW000092467,2025_33,2560,2025-08-11
C00018,VW000054852,2025_33,18400,2025-08-11
C00018,VW000007073,2025_33,1764,2025-08-11
C00018,V53512215,2025_33,160,2025-08-11
C00018,VW000097898,2025_33,8400,2025-08-11
C00018,V53343086,2025_33,55,2025-08-11
C00018,VW000035923,2025_33,203,2025-08-11
C00018,VW000038990,2025_33,3200,2025-08-11
C00018,VW000037335,2025_33,307,2025-08-11
C00018,VW000035924,2025_33,10489,2025-08-11
C00018,V53342296,2025_33,640,2025-08-11
C00018,VW000026780,2025_33,4,2025-08-11
C00018,V53343106,2025_33,4410,2025-08-11
C00018,V53342836,2025_33,1323,2025-08-11
C00018,V53342636,2025_34,882,2025-08-18
C00018,VW000095903,2025_34,9504,2025-08-18
C00018,VW000051918,2025_34,2249,2025-08-18
C00018,VW000058808,2025_34,545,2025-08-18
C00018,VW000037397,2025_34,2446,2025-08-18
C00018,VW151616,2025_34,17600,2025-08-18
C00018,VW000065335,2025_34,611,2025-08-18
C00018,VW000092467,2025_34,3298,2025-08-18
C00018,V53512215,2025_34,200,2025-08-18
C00018,VW000054852,2025_34,24000,2025-08-18
C00018,VW000007073,2025_34,3087,2025-08-18
C00018,VW000097898,2025_34,9514,2025-08-18
C00018,V53343086,2025_34,67,2025-08-18
C00018,VW000035923,2025_34,267,2025-08-18
C00018,VW000038990,2025_34,4800,2025-08-18
C00018,V53342836,2025_34,1764,2025-08-18
C00018,V53343106,2025_34,6174,2025-08-18
C00018,VW000037395,2025_34,1600,2025-08-18
C00018,VW000026780,2025_34,602,2025-08-18
C00018,VW000037335,2025_34,256,2025-08-18
C00018,VW000027021,2025_34,441,2025-08-18
C00018,VW000035924,2025_34,14977,2025-08-18
C00018,V53342296,2025_34,811,2025-08-18
C00018,VW000095903,2025_35,7128,2025-08-25
C00018,V53342636,2025_35,882,2025-08-25
C00018,VW000037397,2025_35,2308,2025-08-25
C00018,VW000058808,2025_35,462,2025-08-25
C00018,VW000051918,2025_35,2205,2025-08-25
C00018,VW000092467,2025_35,3180,2025-08-25
C00018,VW000065335,2025_35,627,2025-08-25
C00018,VW151616,2025_35,16000,2025-08-25
C00018,VW000054852,2025_35,24800,2025-08-25
C00018,V53512215,2025_35,218,2025-08-25
C00018,VW000068615,2025_35,840,2025-08-25
C00018,VW000007073,2025_35,3087,2025-08-25
C00018,VW000037395,2025_35,3200,2025-08-25
C00018,V53342296,2025_35,845,2025-08-25
C00018,VW000035924,2025_35,15319,2025-08-25
C00018,VW000027021,2025_35,441,2025-08-25
C00018,VW000037335,2025_35,224,2025-08-25
C00018,V53342676,2025_35,441,2025-08-25
C00018,V53343106,2025_35,6174,2025-08-25
C00018,V53342836,2025_35,882,2025-08-25
C00018,VW000038990,2025_35,4000,2025-08-25
C00018,VW000097898,2025_35,11932,2025-08-25
C00018,V53343086,2025_35,60,2025-08-25
C00018,VW000035923,2025_35,172,2025-08-25
C00018,V53342836,2025_40,3528,2025-09-30
C00018,V53342676,2025_40,441,2025-09-30
C00018,VW000037395,2025_40,4000,2025-09-30
C00018,V53342296,2025_40,3416,2025-09-30
C00018,V53343106,2025_40,22932,2025-09-30
C00018,VW000037335,2025_40,698,2025-09-30
C00018,VW000027021,2025_40,882,2025-09-30
C00018,VW000026780,2025_40,1210,2025-09-30
C00018,VW000035924,2025_40,60660,2025-09-30
C00018,VW000038990,2025_40,16800,2025-09-30
C00018,VW000035923,2025_40,769,2025-09-30
C00018,VW000067337,2025_40,75,2025-09-30
C00018,V53343086,2025_40,239,2025-09-30
C00018,VW000097898,2025_40,52569,2025-09-30
C00018,VW000007073,2025_40,12789,2025-09-30
C00018,V53512215,2025_40,979,2025-09-30
C00018,VW000065335,2025_40,2411,2025-09-30
C00018,VW000054852,2025_40,98400,2025-09-30
C00018,VW151616,2025_40,75200,2025-09-30
C00018,VW000092467,2025_40,14216,2025-09-30
C00018,V53342696,2025_40,441,2025-09-30
C00018,VW000051918,2025_40,8785,2025-09-30
C00018,VW000058808,2025_40,1874,2025-09-30
C00018,V53342636,2025_40,2205,2025-09-30
C00018,VW000095903,2025_40,38016,2025-09-30
C00018,V53342836,2025_44,3969,2025-10-31
C00018,V53342676,2025_44,441,2025-10-31
C00018,V53343106,2025_44,29106,2025-10-31
C00018,VW000035924,2025_44,77029,2025-10-31
C00018,V53342296,2025_44,4055,2025-10-31
C00018,VW000037395,2025_44,5600,2025-10-31
C00018,VW000026780,2025_44,1366,2025-10-31
C00018,VW000027021,2025_44,882,2025-10-31
C00018,VW000037335,2025_44,920,2025-10-31
C00018,VW000038990,2025_44,22400,2025-10-31
C00018,VW000067337,2025_44,845,2025-10-31
C00018,VW000035923,2025_44,1200,2025-10-31
C00018,V53343086,2025_44,323,2025-10-31
C00018,VW000097898,2025_44,56611,2025-10-31
C00018,VW000054852,2025_44,121600,2025-10-31
C00018,VW000007073,2025_44,15435,2025-10-31
C00018,V53512215,2025_44,1243,2025-10-31
C00018,VW000065335,2025_44,2719,2025-10-31
C00018,VW000068615,2025_44,840,2025-10-31
C00018,VW000092467,2025_44,16011,2025-10-31
C00018,VW151616,2025_44,76800,2025-10-31
C00018,VW000095903,2025_44,42768,2025-10-31
C00018,V53342636,2025_44,2646,2025-10-31
C00018,VW000051918,2025_44,11142,2025-10-31
C00018,VW000058808,2025_44,2073,2025-10-31
C00018,V53342636,2025_49,2205,2025-11-30
C00018,VW000095903,2025_49,30888,2025-11-30
C00018,VW000058808,2025_49,1675,2025-11-30
C00018,VW000051918,2025_49,7718,2025-11-30
C00018,V53342696,2025_49,441,2025-11-30
C00018,VW151616,2025_49,62400,2025-11-30
C00018,VW000065335,2025_49,2127,2025-11-30
C00018,VW000092467,2025_49,13806,2025-11-30
C00018,VW000068615,2025_49,480,2025-11-30
C00018,V53512215,2025_49,937,2025-11-30
C00018,VW000054852,2025_49,95200,2025-11-30
C00018,VW000007073,2025_49,10143,2025-11-30
C00018,V53343086,2025_49,273,2025-11-30
C00018,VW000097898,2025_49,47815,2025-11-30
C00018,VW000067337,2025_49,803,2025-11-30
C00018,VW000035923,2025_49,839,2025-11-30
C00018,VW000038990,2025_49,15200,2025-11-30
C00018,V53342676,2025_49,441,2025-11-30
C00018,V53342836,2025_49,3087,2025-11-30
C00018,V53343106,2025_49,21609,2025-11-30
C00018,VW000037395,2025_49,3200,2025-11-30
C00018,V53342296,2025_49,3074,2025-11-30
C00018,VW000037335,2025_49,649,2025-11-30
C00018,VW000027021,2025_49,882,2025-11-30
C00018,VW000026780,2025_49,1828,2025-11-30
C00018,VW000035924,2025_49,61944,2025-11-30
C00018,VW000035923,2025_53,1253,2025-12-31
C00018,VW000067337,2025_53,884,2025-12-31
C00018,VW000097898,2025_53,50615,2025-12-31
C00018,V53343086,2025_53,295,2025-12-31
C00018,V53342836,2025_53,3969,2025-12-31
C00018,V53342296,2025_53,4000,2025-12-31
C00018,VW000037395,2025_53,4000,2025-12-31
C00018,V53343106,2025_53,23814,2025-12-31
C00018,VW000035924,2025_53,73718,2025-12-31
C00018,VW000037335,2025_53,866,2025-12-31
C00018,VW000026780,2025_53,1216,2025-12-31
C00018,VW000027021,2025_53,1323,2025-12-31
C00018,VW000038990,2025_53,17600,2025-12-31
C00018,VW000054852,2025_53,97600,2025-12-31
C00018,VW000007073,2025_53,11025,2025-12-31
C00018,V53512215,2025_53,1199,2025-12-31
C00018,VW000065335,2025_53,2776,2025-12-31
C00018,VW151616,2025_53,64000,2025-12-31
C00018,VW000092467,2025_53,13920,2025-12-31
C00018,V53342636,2025_53,2205,2025-12-31
C00018,VW000095903,2025_53,33264,2025-12-31
C00018,VW000051918,2025_53,9257,2025-12-31
C00018,VW000058808,2025_53,1920,2025-12-31
C00018,VW000095903,2026_5,26136,2026-01-31
C00018,V53342636,2026_5,2646,2026-01-31
C00018,V53342696,2026_5,441,2026-01-31
C00018,VW000051918,2026_5,9063,2026-01-31
C00018,VW000058808,2026_5,1473,2026-01-31
C00018,VW000092467,2026_5,13496,2026-01-31
C00018,VW151616,2026_5,64000,2026-01-31
C00018,VW000065335,2026_5,2286,2026-01-31
C00018,VW000068615,2026_5,840,2026-01-31
C00018,VW000007073,2026_5,11025,2026-01-31
C00018,V53512215,2026_5,796,2026-01-31
C00018,VW000054852,2026_5,96800,2026-01-31
C00018,VW000038990,2026_5,16800,2026-01-31
C00018,V53342836,2026_5,3087,2026-01-31
C00018,V53342676,2026_5,441,2026-01-31
C00018,V53343106,2026_5,22491,2026-01-31
C00018,VW000027021,2026_5,1323,2026-01-31
C00018,VW000037335,2026_5,808,2026-01-31
C00018,VW000026780,2026_5,1662,2026-01-31
C00018,VW000037395,2026_5,4000,2026-01-31
C00018,VW000035924,2026_5,71089,2026-01-31
C00018,V53342296,2026_5,3115,2026-01-31
C00018,V53343086,2026_5,219,2026-01-31
C00018,VW000097898,2026_5,52162,2026-01-31
C00018,VW000067337,2026_5,1165,2026-01-31
C00018,VW000035923,2026_5,1105,2026-01-31
C00018,VW000051918,2026_9,8992,2026-02-28
C00018,V53342696,2026_9,441,2026-02-28
C00018,VW000058808,2026_9,1333,2026-02-28
C00018,VW000095903,2026_9,30888,2026-02-28
C00018,V53342636,2026_9,2205,2026-02-28
C00018,VW000092467,2026_9,12818,2026-02-28
C00018,VW151616,2026_9,64000,2026-02-28
C00018,VW000065335,2026_9,2364,2026-02-28
C00018,V53512215,2026_9,700,2026-02-28
C00018,VW000054852,2026_9,96800,2026-02-28
C00018,VW000007073,2026_9,11025,2026-02-28
C00018,VW000038990,2026_9,16800,2026-02-28
C00018,VW000037395,2026_9,4800,2026-02-28
C00018,V53342296,2026_9,3129,2026-02-28
C00018,VW000035924,2026_9,67108,2026-02-28
C00018,VW000026780,2026_9,1220,2026-02-28
C00018,VW000037335,2026_9,570,2026-02-28
C00018,VW000027021,2026_9,1323,2026-02-28
C00018,V53343106,2026_9,22491,2026-02-28
C00018,V53342836,2026_9,3528,2026-02-28
C00018,V53342676,2026_9,441,2026-02-28
C00018,VW000097898,2026_9,51350,2026-02-28
C00018,V53343086,2026_9,200,2026-02-28
C00018,VW000035923,2026_9,1001,2026-02-28
C00018,VW000067337,2026_9,795,2026-02-28
C00018,VW000035923,2026_14,801,2026-03-31
C00018,VW000097898,2026_14,61249,2026-03-31
C00018,V53343086,2026_14,177,2026-03-31
C00018,V53342836,2026_14,3087,2026-03-31
C00018,V53343106,2026_14,21609,2026-03-31
C00018,V53342296,2026_14,3099,2026-03-31
C00018,VW000027021,2026_14,1323,2026-03-31
C00018,VW000037335,2026_14,635,2026-03-31
C00018,VW000026780,2026_14,915,2026-03-31
C00018,VW000035924,2026_14,64570,2026-03-31
C00018,VW000037395,2026_14,4000,2026-03-31
C00018,VW000038990,2026_14,20800,2026-03-31
C00018,VW000007073,2026_14,12789,2026-03-31
C00018,VW000068615,2026_14,840,2026-03-31
C00018,V53512215,2026_14,786,2026-03-31
C00018,VW000054852,2026_14,92000,2026-03-31
C00018,VW000092467,2026_14,14677,2026-03-31
C00018,VW000065335,2026_14,2277,2026-03-31
C00018,VW151616,2026_14,75200,2026-03-31
C00018,VW000095903,2026_14,30888,2026-03-31
C00018,VW000058808,2026_14,1231,2026-03-31
C00018,VW000051918,2026_14,10587,2026-03-31
C00018,V53342636,2026_14,1764,2026-03-31
C00018,V53342836,2026_18,3528,2026-04-30
C00018,V53343106,2026_18,25137,2026-04-30
C00018,V53342676,2026_18,441,2026-04-30
C00018,V53342296,2026_18,3818,2026-04-30
C00018,VW000037395,2026_18,4800,2026-04-30
C00018,VW000035924,2026_18,77431,2026-04-30
C00018,VW000026780,2026_18,2650,2026-04-30
C00018,VW000037335,2026_18,722,2026-04-30
C00018,VW000027021,2026_18,882,2026-04-30
C00018,VW000038990,2026_18,19200,2026-04-30
C00018,VW000035923,2026_18,1072,2026-04-30
C00018,VW000067337,2026_18,286,2026-04-30
C00018,V53343086,2026_18,223,2026-04-30
C00018,VW000097898,2026_18,56848,2026-04-30
C00018,V53342636,2026_18,1764,2026-04-30
C00018,VW000095903,2026_18,30888,2026-04-30
C00018,VW000051918,2026_18,9875,2026-04-30
C00018,V53342696,2026_18,441,2026-04-30
C00018,VW000058808,2026_18,1435,2026-04-30
C00018,VW000054852,2026_18,107200,2026-04-30
C00018,VW000007073,2026_18,11907,2026-04-30
C00018,V53512215,2026_18,989,2026-04-30
C00018,VW000065335,2026_18,2797,2026-04-30
C00018,VW000068615,2026_18,480,2026-04-30
C00018,VW151616,2026_18,70400,2026-04-30
C00018,VW000092467,2026_18,16915,2026-04-30
C00018,VW000092467,2026_23,10726,2026-05-31
C00018,VW151616,2026_23,43200,2026-05-31
C00018,VW000065335,2026_23,2237,2026-05-31
C00018,VW000068615,2026_23,840,2026-05-31
C00018,V53512215,2026_23,787,2026-05-31
C00018,VW000007073,2026_23,7056,2026-05-31
C00018,VW000054852,2026_23,89600,2026-05-31
C00018,VW000095903,2026_23,28512,2026-05-31
C00018,V53342636,2026_23,1764,2026-05-31
C00018,VW000051918,2026_23,6069,2026-05-31
C00018,VW000058808,2026_23,1625,2026-05-31
C00018,V53343086,2026_23,193,2026-05-31
C00018,VW000097898,2026_23,35231,2026-05-31
C00018,VW000035923,2026_23,716,2026-05-31
C00018,VW000038990,2026_23,11200,2026-05-31
C00018,V53342676,2026_23,441,2026-05-31
C00018,V53342836,2026_23,3087,2026-05-31
C00018,V53343106,2026_23,20727,2026-05-31
C00018,VW000027021,2026_23,882,2026-05-31
C00018,VW000026780,2026_23,1831,2026-05-31
C00018,VW000037335,2026_23,653,2026-05-31
C00018,VW000035924,2026_23,67094,2026-05-31
C00018,V53342296,2026_23,3063,2026-05-31
C00018,VW000037395,2026_23,4000,2026-05-31
C00018,VW000035923,2026_27,814,2026-06-30
C00018,VW000067337,2026_27,600,2026-06-30
C00018,VW000097898,2026_27,60738,2026-06-30
C00018,V53343086,2026_27,202,2026-06-30
C00018,V53342676,2026_27,441,2026-06-30
C00018,V53342836,2026_27,3087,2026-06-30
C00018,V53342296,2026_27,2764,2026-06-30
C00018,V53343106,2026_27,21168,2026-06-30
C00018,VW000037395,2026_27,4000,2026-06-30
C00018,VW000035924,2026_27,69075,2026-06-30
C00018,VW000026780,2026_27,1523,2026-06-30
C00018,VW000037335,2026_27,523,2026-06-30
C00018,VW000027021,2026_27,1323,2026-06-30
C00018,VW000038990,2026_27,16000,2026-06-30
C00018,VW000054852,2026_27,91200,2026-06-30
C00018,VW000007073,2026_27,10143,2026-06-30
C00018,V53512215,2026_27,655,2026-06-30
C00018,VW000068615,2026_27,480,2026-06-30
C00018,VW000065335,2026_27,2029,2026-06-30
