ClientCode,ProductCode,Date,Quantity,ExpectedDeliveryDate
C00018,VW000092467,2025_20,160,2025-05-12
C00072,VW000035923BRA,2025_20,15120,2025-05-12
C00072,V53342696BRA,2025_20,1323,2025-05-12
C00072,VW000038990BRA,2025_20,2400,2025-05-12
C00072,VW000058808BRA,2025_20,5600,2025-05-12
C00072,VW151616BRA,2025_20,2240,2025-05-12
C00072,V53343086BRA,2025_20,420,2025-05-12
C00072,VW000037335BRA,2025_20,2240,2025-05-12
C00072,VW447251BRA,2025_20,1540,2025-05-12
C00250,VW000051919POL,2025_20,560,2025-05-12
C00250,VW000079423POL,2025_20,1600,2025-05-12
C00250,VW000037397POL,2025_20,10400,2025-05-12
C00250,VW000079619POL,2025_20,800,2025-05-12
C00250,VW000038990POL,2025_20,1600,2025-05-12
C00250,VW000022745POL,2025_20,168,2025-05-12
C00250,VW000092467POL,2025_20,544,2025-05-12
C00250,VW262948POL,2025_20,560,2025-05-16
C00250,VW000051919POL,2025_20,5880,2025-05-16
C00250,VW447832POL,2025_20,3128,2025-05-16
C00250,VW000074561POL,2025_20,1400,2025-05-16
C00250,VW000067337POL,2025_20,336,2025-05-16
C00250,VW000037397POL,2025_20,56000,2025-05-16
C00250,VW000079619POL,2025_20,1600,2025-05-16
C00250,VW000026780POL,2025_20,672,2025-05-16
C00250,VW000097898POL,2025_20,5704,2025-05-16
C00250,VW000079423POL,2025_20,5600,2025-05-16
C00250,VW000040372POL,2025_20,2800,2025-05-16
C00250,VW000092467POL,2025_20,5712,2025-05-16
C00250,VW000068615POL,2025_20,6888,2025-05-16
C00250,VW000022745POL,2025_20,672,2025-05-16
C00250,VW256713POL,2025_20,4860,2025-05-16
C00250,VW000095163POL,2025_20,12696,2025-05-16
C00250,VW000038990POL,2025_20,5600,2025-05-16
C00250,VW347551POL,2025_20,2800,2025-05-16
C00250,VW000072687POL,2025_20,5040,2025-05-16
C00250,VW284514POL,2025_20,560,2025-05-16
C00250,VW241391POL,2025_20,4000,2025-05-16
C00303,VW000079423SLP,2025_20,10200,2025-05-12
C00303,VW000079423SLP,2025_20,5400,2025-05-12
C00303,VW000065106SLP,2025_20,1176,2025-05-12
C00303,VW000095163SLP,2025_20,11680,2025-05-12
C00303,VW347551SLP,2025_20,11520,2025-05-12
C00303,VW347551SLP,2025_20,5920,2025-05-12
C00303,VW000037397SLP,2025_20,6400,2025-05-12
C00303,VW000037397SLP,2025_20,9600,2025-05-12
C00303,VW447832SLP,2025_20,16000,2025-05-12
C00303,VW447832SLP,2025_20,3520,2025-05-12
C00303,VW000026780SLP,2025_20,1008,2025-05-12
C00303,VW000026780SLP,2025_20,3528,2025-05-12
C00303,VW000052297SLP,2025_20,1512,2025-05-12
C00303,VW000052297SLP,2025_20,336,2025-05-12
C00303,VW000092467SLP,2025_20,27360,2025-05-12
C00303,VW000092467SLP,2025_20,5120,2025-05-12
C00303,VW000040372SLP,2025_20,6888,2025-05-12
C00303,VW000040372SLP,2025_20,4536,2025-05-12
C00410,V420284,2025_20,32400,2025-05-13
C00410,V420291,2025_20,17024,2025-05-16
C00410,V420284,2025_20,25200,2025-05-16
C00018,VW000027021,2025_21,441,2025-05-19
C00018,VW000035924,2025_21,13286,2025-05-19
C00018,V53342296,2025_21,1012,2025-05-19
C00018,V53342836,2025_21,882,2025-05-19
C00018,VW000037335,2025_21,439,2025-05-19
C00018,V53343106,2025_21,7056,2025-05-19
C00018,V53342676,2025_21,441,2025-05-19
C00018,VW000038990,2025_21,4000,2025-05-19
C00018,VW000097898,2025_21,18647,2025-05-19
C00018,VW000051918,2025_21,2509,2025-05-19
C00018,V53342636,2025_21,1323,2025-05-19
C00018,VW000037397,2025_21,13968,2025-05-19
C00018,VW000095903,2025_21,7128,2025-05-19
C00018,VW000092467,2025_21,3636,2025-05-19
C00018,VW151616,2025_21,14400,2025-05-19
C00018,VW000065335,2025_21,952,2025-05-19
C00018,VW000007073,2025_21,882,2025-05-19
C00018,V53512215,2025_21,364,2025-05-19
C00018,VW000054852,2025_21,27200,2025-05-19
C00072,VW000035923BRA,2025_21,25340,2025-05-23
C00072,VW000038990BRA,2025_21,4000,2025-05-23
C00072,V53342696BRA,2025_21,5292,2025-05-23
C00072,V1001MR035,2025_21,1920,2025-05-23
C00072,VW000058808BRA,2025_21,10220,2025-05-23
C00072,V53343086BRA,2025_21,560,2025-05-23
C00072,VW151616BRA,2025_21,5040,2025-05-23
C00072,VW000037335BRA,2025_21,4200,2025-05-23
C00072,VW447251BRA,2025_21,1260,2025-05-23
C00250,VW262948POL,2025_21,1120,2025-05-23
C00250,VW447832POL,2025_21,3864,2025-05-23
C00250,VW000051919POL,2025_21,7560,2025-05-23
C00250,VW000074561POL,2025_21,1680,2025-05-23
C00250,VW000067337POL,2025_21,336,2025-05-23
C00250,VW000026780POL,2025_21,504,2025-05-23
C00250,VW000079619POL,2025_21,800,2025-05-23
C00250,VW000040372POL,2025_21,3080,2025-05-23
C00250,VW000079423POL,2025_21,5600,2025-05-23
C00250,VW000097898POL,2025_21,6440,2025-05-23
C00250,VW000037397POL,2025_21,60000,2025-05-23
C00250,VW347551POL,2025_21,2800,2025-05-23
C00250,VW000038990POL,2025_21,8000,2025-05-23
C00250,VW241391POL,2025_21,4000,2025-05-23
C00250,VW284514POL,2025_21,280,2025-05-23
C00250,VW000072687POL,2025_21,5600,2025-05-23
C00250,VW000092467POL,2025_21,4352,2025-05-23
C00250,VW000022745POL,2025_21,1176,2025-05-23
C00250,VW000095163POL,2025_21,12328,2025-05-23
C00250,VW256713POL,2025_21,4680,2025-05-23
C00250,VW000068615POL,2025_21,7224,2025-05-23
C00303,VW000065106SLP,2025_21,2520,2025-05-19
C00303,VW000079423SLP,2025_21,5400,2025-05-19
C00303,VW347551SLP,2025_21,5760,2025-05-19
C00303,VW000026780SLP,2025_21,1176,2025-05-19
C00303,VW000037397SLP,2025_21,11200,2025-05-19
C00303,VW447832SLP,2025_21,3520,2025-05-19
C00303,VW000052297SLP,2025_21,1512,2025-05-19
C00303,VW000040372SLP,2025_21,4704,2025-05-19
C00303,VW000092467SLP,2025_21,26240,2025-05-19
C00303,VW000085272SLP,2025_21,168,2025-05-19
C00410,V420284,2025_21,32400,2025-05-20
C00410,V420291,2025_21,9728,2025-05-20
C00410,V420291,2025_21,14592,2025-05-23
C00410,V420284,2025_21,25200,2025-05-23
C00424,V0TA.901.287,2025_21,42,2025-05-20
C00018,V53343106,2025_22,5292,2025-05-26
C00018,VW000037335,2025_22,121,2025-05-26
C00018,V53342836,2025_22,441,2025-05-26
C00018,V53342296,2025_22,864,2025-05-26
C00018,VW000035924,2025_22,11218,2025-05-26
C00018,VW000038990,2025_22,3200,2025-05-26
C00018,VW000097898,2025_22,12584,2025-05-26
C00018,VW000035923,2025_22,12,2025-05-26
C00018,V53342636,2025_22,882,2025-05-26
C00018,VW000051918,2025_22,1711,2025-05-26
C00018,VW000095903,2025_22,2376,2025-05-26
C00018,VW000037397,2025_22,9196,2025-05-26
C00018,VW000058808,2025_22,149,2025-05-26
C00018,VW000054852,2025_22,22400,2025-05-26
C00018,V53512215,2025_22,256,2025-05-26
C00018,VW000007073,2025_22,3087,2025-05-26
C00018,VW000065335,2025_22,608,2025-05-26
C00018,VW000092467,2025_22,3090,2025-05-26
C00018,VW151616,2025_22,14400,2025-05-26
C00072,VW000035923BRA,2025_22,5040,2025-05-30
C00072,VW000038990BRA,2025_22,3200,2025-05-30
C00072,VW000058808BRA,2025_22,4900,2025-05-30
C00072,V53343086BRA,2025_22,420,2025-05-30
C00072,VW151616BRA,2025_22,1680,2025-05-30
C00072,VW000037335BRA,2025_22,1960,2025-05-30
C00072,VW447251BRA,2025_22,1400,2025-05-30
C00250,VW447832POL,2025_22,3128,2025-05-26
C00250,VW262948POL,2025_22,560,2025-05-26
C00250,VW000097898POL,2025_22,6808,2025-05-26
C00250,VW347551POL,2025_22,2800,2025-05-26
C00250,VW284514POL,2025_22,840,2025-05-26
C00250,VW241391POL,2025_22,4800,2025-05-26
C00250,VW256713POL,2025_22,4320,2025-05-26
C00250,VW000051919POL,2025_22,7280,2025-05-30
C00250,VW000074561POL,2025_22,1960,2025-05-30
C00250,VW000095903POL,2025_22,552,2025-05-30
C00250,VW000066590POL,2025_22,840,2025-05-30
C00250,VW000067337POL,2025_22,168,2025-05-30
C00250,VW000079619POL,2025_22,800,2025-05-30
C00250,VW000026780POL,2025_22,672,2025-05-30
C00250,VW000079423POL,2025_22,6400,2025-05-30
C00250,VW000037397POL,2025_22,63200,2025-05-30
C00250,VW000040372POL,2025_22,3920,2025-05-30
C00250,VW000072687POL,2025_22,5600,2025-05-30
C00250,VW000038990POL,2025_22,9600,2025-05-30
C00250,VW000092467POL,2025_22,5440,2025-05-30
C00250,VW000095163POL,2025_22,12512,2025-05-30
C00250,VW000022745POL,2025_22,1344,2025-05-30
C00250,VW000068615POL,2025_22,7560,2025-05-30
C00303,VW000079423SLP,2025_22,4800,2025-05-26
C00303,VW347551SLP,2025_22,5600,2025-05-26
C00303,VW000065106SLP,2025_22,3528,2025-05-26
C00303,VW447832SLP,2025_22,2880,2025-05-26
C00303,VW000026780SLP,2025_22,1176,2025-05-26
C00303,VW000037397SLP,2025_22,9600,2025-05-26
C00303,VW000092467SLP,2025_22,26400,2025-05-26
C00303,VW000052297SLP,2025_22,1512,2025-05-26
C00303,VW000040372SLP,2025_22,4704,2025-05-26
C00303,VW000085272SLP,2025_22,840,2025-05-26
C00410,V420284,2025_22,21600,2025-05-27
C00410,V420291,2025_22,7296,2025-05-27
C00410,V420291,2025_22,17024,2025-05-30
C00410,V420290,2025_22,2432,2025-05-30
C00410,V420284,2025_22,28800,2025-05-30
C00424,V0TA.901.287,2025_22,42,2025-05-27
C00018,VW000051918,2025_23,1770,2025-06-02
C00018,V53342636,2025_23,441,2025-06-02
C00018,VW000037397,2025_23,2149,2025-06-02
C00018,VW000058808,2025_23,288,2025-06-02
C00018,VW000095903,2025_23,7128,2025-06-02
C00018,VW000007073,2025_23,2205,2025-06-02
C00018,V53512215,2025_23,160,2025-06-02
C00018,VW000054852,2025_23,20800,2025-06-02
C00018,VW151616,2025_23,17600,2025-06-02
C00018,VW000092467,2025_23,3451,2025-06-02
C00018,VW000065335,2025_23,480,2025-06-02
C00018,V53342296,2025_23,640,2025-06-02
C00018,V53342836,2025_23,882,2025-06-02
C00018,VW000035924,2025_23,10765,2025-06-02
C00018,VW000037395,2025_23,1600,2025-06-02
C00018,VW000027021,2025_23,441,2025-06-02
C00018,VW000037335,2025_23,103,2025-06-02
C00018,V53343106,2025_23,4851,2025-06-02
C00018,VW000038990,2025_23,3200,2025-06-02
C00018,VW000035923,2025_23,263,2025-06-02
C00018,VW000097898,2025_23,17183,2025-06-02
C00072,VW000037335BRA,2025_23,1540,2025-06-06
C00072,VW447251BRA,2025_23,1400,2025-06-06
C00072,V53343086BRA,2025_23,840,2025-06-06
C00072,VW151616BRA,2025_23,1680,2025-06-06
C00072,V53342696BRA,2025_23,441,2025-06-06
C00072,VW000035923BRA,2025_23,13440,2025-06-06
C00072,VW000038990BRA,2025_23,4800,2025-06-06
C00072,V1001MR035,2025_23,80,2025-06-06
C00072,VW000058808BRA,2025_23,3640,2025-06-06
C00250,VW000038990POL,2025_23,9600,2025-06-02
C00250,VW241391POL,2025_23,4800,2025-06-02
C00250,VW000072687POL,2025_23,8120,2025-06-02
C00250,VW284514POL,2025_23,560,2025-06-02
C00250,VW347551POL,2025_23,5600,2025-06-02
C00250,VW000068615POL,2025_23,7896,2025-06-02
C00250,VW000022745POL,2025_23,1512,2025-06-02
C00250,VW000095163POL,2025_23,13248,2025-06-02
C00250,VW256713POL,2025_23,3960,2025-06-02
C00250,VW000092467POL,2025_23,4080,2025-06-02
C00250,VW000066590POL,2025_23,1120,2025-06-02
C00250,VW000095903POL,2025_23,1104,2025-06-02
C00250,VW000074561POL,2025_23,1960,2025-06-02
C00250,VW447832POL,2025_23,3680,2025-06-02
C00250,VW262948POL,2025_23,560,2025-06-02
C00250,VW000051919POL,2025_23,6440,2025-06-02
C00250,VW000079619POL,2025_23,800,2025-06-02
C00250,VW000067337POL,2025_23,168,2025-06-02
C00250,VW000026780POL,2025_23,840,2025-06-02
C00250,VW000037397POL,2025_23,61600,2025-06-02
C00250,VW000040372POL,2025_23,3920,2025-06-02
C00018,VW000037335,2025_40,421,2025-09-30
C00018,V53342836,2025_40,3528,2025-09-30
C00018,VW000026780,2025_40,305,2025-09-30
C00018,V53343106,2025_40,23373,2025-09-30
C00018,VW000035924,2025_40,60717,2025-09-30
C00018,V53342296,2025_40,3344,2025-09-30
C00018,VW000027021,2025_40,1323,2025-09-30
C00018,VW000037395,2025_40,4000,2025-09-30
C00018,VW000038990,2025_40,17600,2025-09-30
C00018,VW000067337,2025_40,75,2025-09-30
C00018,VW000097898,2025_40,52569,2025-09-30
C00018,VW000035923,2025_40,769,2025-09-30
C00018,V53343086,2025_40,239,2025-09-30
C00018,VW000065335,2025_40,2411,2025-09-30
C00018,VW000007073,2025_40,12348,2025-09-30
C00018,VW000068615,2025_40,840,2025-09-30
C00018,V53512215,2025_40,907,2025-09-30
C00018,VW000054852,2025_40,101600,2025-09-30
C00018,VW151616,2025_40,72000,2025-09-30
C00018,VW000092467,2025_40,14530,2025-09-30
C00018,VW000051918,2025_40,8749,2025-09-30
C00018,VW000095903,2025_40,38016,2025-09-30
C00018,V53342696,2025_40,441,2025-09-30
C00018,V53342636,2025_40,2205,2025-09-30
C00018,VW000058808,2025_40,1789,2025-09-30
C00018,V53342676,2025_44,882,2025-10-31
C00018,V53343106,2025_44,28665,2025-10-31
C00018,VW000026780,2025_44,1645,2025-10-31
C00018,VW000037335,2025_44,920,2025-10-31
C00018,VW000037395,2025_44,4800,2025-10-31
C00018,VW000027021,2025_44,882,2025-10-31
C00018,V53342296,2025_44,4055,2025-10-31
C00018,VW000035924,2025_44,77029,2025-10-31
C00018,V53342836,2025_44,4410,2025-10-31
C00018,VW000038990,2025_44,22400,2025-10-31
C00018,VW000067337,2025_44,845,2025-10-31
C00018,V53343086,2025_44,323,2025-10-31
C00018,VW000035923,2025_44,1200,2025-10-31
C00018,VW000097898,2025_44,56611,2025-10-31
C00018,V53512215,2025_44,1243,2025-10-31
C00018,VW000054852,2025_44,121600,2025-10-31
C00018,VW000068615,2025_44,480,2025-10-31
C00018,VW000007073,2025_44,15876,2025-10-31
C00018,VW000065335,2025_44,2719,2025-10-31
C00018,VW000092467,2025_44,16011,2025-10-31
C00018,VW151616,2025_44,78400,2025-10-31
C00018,V53342636,2025_44,2646,2025-10-31
C00018,VW000051918,2025_44,11142,2025-10-31
C00018,VW000095903,2025_44,42768,2025-10-31
C00018,VW000058808,2025_44,2073,2025-10-31
C00018,VW000051918,2025_49,7643,2025-11-30
C00018,VW000095903,2025_49,30888,2025-11-30
C00018,V53342696,2025_49,441,2025-11-30
C00018,VW000058808,2025_49,1675,2025-11-30
C00018,V53342636,2025_49,1764,2025-11-30
C00018,VW151616,2025_49,60800,2025-11-30
C00018,VW000092467,2025_49,12492,2025-11-30
C00018,VW000065335,2025_49,2127,2025-11-30
C00018,VW000007073,2025_49,9702,2025-11-30
C00018,VW000068615,2025_49,360,2025-11-30
C00018,V53512215,2025_49,937,2025-11-30
C00018,VW000054852,2025_49,84800,2025-11-30
C00018,VW000038990,2025_49,15200,2025-11-30
C00018,VW000026780,2025_49,1525,2025-11-30
C00018,V53343106,2025_49,20286,2025-11-30
C00018,VW000037335,2025_49,649,2025-11-30
C00018,V53342836,2025_49,2646,2025-11-30
C00018,VW000035924,2025_49,57144,2025-11-30
C00018,V53342296,2025_49,3074,2025-11-30
C00018,VW000037395,2025_49,4000,2025-11-30
C00018,VW000027021,2025_49,882,2025-11-30
C00018,VW000097898,2025_49,47815,2025-11-30
C00018,V53343086,2025_49,273,2025-11-30
C00018,VW000067337,2025_49,803,2025-11-30
C00018,VW000035923,2025_49,839,2025-11-30
C00018,VW000035923,2025_53,1253,2025-12-31
C00018,VW000067337,2025_53,948,2025-12-31
C00018,V53343086,2025_53,295,2025-12-31
C00018,VW000097898,2025_53,50615,2025-12-31
C00018,VW000027021,2025_53,1323,2025-12-31
C00018,VW000037395,2025_53,3200,2025-12-31
C00018,VW000035924,2025_53,78521,2025-12-31
C00018,V53342296,2025_53,4000,2025-12-31
C00018,V53342836,2025_53,3969,2025-12-31
C00018,V53343106,2025_53,25578,2025-12-31
C00018,VW000026780,2025_53,1216,2025-12-31
C00018,VW000037335,2025_53,757,2025-12-31
C00018,V53342676,2025_53,441,2025-12-31
C00018,VW000038990,2025_53,17600,2025-12-31
C00018,VW000054852,2025_53,108000,2025-12-31
C00018,V53512215,2025_53,1199,2025-12-31
C00018,VW000068615,2025_53,480,2025-12-31
C00018,VW000007073,2025_53,11025,2025-12-31
C00018,VW000065335,2025_53,2776,2025-12-31
C00018,VW000092467,2025_53,15234,2025-12-31
C00018,VW151616,2025_53,65600,2025-12-31
C00018,VW000051918,2025_53,9332,2025-12-31
C00018,V53342636,2025_53,2205,2025-12-31
C00018,V53342696,2025_53,441,2025-12-31
C00018,VW000058808,2025_53,1920,2025-12-31
C00018,VW000095903,2025_53,30888,2025-12-31
C00018,VW000051918,2026_5,9063,2026-01-31
C00018,VW000095903,2026_5,30888,2026-01-31
C00018,VW000058808,2026_5,1473,2026-01-31
C00018,V53342636,2026_5,2646,2026-01-31
C00018,VW151616,2026_5,64000,2026-01-31
C00018,VW000092467,2026_5,13496,2026-01-31
C00018,VW000065335,2026_5,2286,2026-01-31
C00018,VW000007073,2026_5,11466,2026-01-31
C00018,VW000068615,2026_5,360,2026-01-31
C00018,V53512215,2026_5,796,2026-01-31
C00018,VW000054852,2026_5,96800,2026-01-31
C00018,VW000038990,2026_5,16800,2026-01-31
C00018,VW000027021,2026_5,1323,2026-01-31
C00018,V53342676,2026_5,441,2026-01-31
C00018,VW000026780,2026_5,1833,2026-01-31
C00018,V53343106,2026_5,22491,2026-01-31
C00018,V53342836,2026_5,3087,2026-01-31
C00018,VW000037335,2026_5,917,2026-01-31
C00018,VW000035924,2026_5,71089,2026-01-31
C00018,VW000037395,2026_5,4000,2026-01-31
C00018,V53342296,2026_5,3115,2026-01-31
C00018,VW000035923,2026_5,1105,2026-01-31
C00018,VW000097898,2026_5,52162,2026-01-31
C00018,V53343086,2026_5,219,2026-01-31
C00018,VW000067337,2026_5,1104,2026-01-31
C00018,VW000092467,2026_9,12818,2026-02-28
C00018,VW151616,2026_9,64000,2026-02-28
C00018,VW000065335,2026_9,2364,2026-02-28
C00018,VW000054852,2026_9,96800,2026-02-28
C00018,V53512215,2026_9,700,2026-02-28
C00018,VW000068615,2026_9,480,2026-02-28
C00018,VW000007073,2026_9,11025,2026-02-28
C00018,VW000051918,2026_9,8992,2026-02-28
C00018,V53342636,2026_9,2205,2026-02-28
C00018,VW000095903,2026_9,28512,2026-02-28
C00018,V53342696,2026_9,441,2026-02-28
C00018,VW000058808,2026_9,1334,2026-02-28
C00018,VW000038990,2026_9,16800,2026-02-28
C00018,V53342676,2026_9,441,2026-02-28
C00018,V53343106,2026_9,22491,2026-02-28
C00018,VW000026780,2026_9,1520,2026-02-28
C00018,VW000037335,2026_9,570,2026-02-28
C00018,V53342836,2026_9,3528,2026-02-28
C00018,VW000037395,2026_9,4800,2026-02-28
C00018,VW000035924,2026_9,67105,2026-02-28
C00018,VW000027021,2026_9,882,2026-02-28
C00018,V53342296,2026_9,3129,2026-02-28
C00018,VW000067337,2026_9,795,2026-02-28
C00018,VW000035923,2026_9,1001,2026-02-28
C00018,V53343086,2026_9,200,2026-02-28
C00018,VW000097898,2026_9,51350,2026-02-28
C00018,VW000035923,2026_14,799,2026-03-31
C00018,VW000097898,2026_14,61249,2026-03-31
C00018,V53343086,2026_14,177,2026-03-31
C00018,VW000037335,2026_14,635,2026-03-31
C00018,V53343106,2026_14,21609,2026-03-31
C00018,VW000026780,2026_14,1515,2026-03-31
C00018,V53342296,2026_14,3099,2026-03-31
C00018,VW000035924,2026_14,64497,2026-03-31
C00018,V53342836,2026_14,3087,2026-03-31
C00018,VW000027021,2026_14,1323,2026-03-31
C00018,VW000037395,2026_14,4800,2026-03-31
C00018,VW000038990,2026_14,20800,2026-03-31
C00018,VW000054852,2026_14,92000,2026-03-31
C00018,V53512215,2026_14,786,2026-03-31
C00018,VW000065335,2026_14,2277,2026-03-31
C00018,VW000068615,2026_14,480,2026-03-31
C00018,VW000007073,2026_14,12348,2026-03-31
C00018,VW151616,2026_14,75200,2026-03-31
C00018,VW000092467,2026_14,14677,2026-03-31
C00018,VW000095903,2026_14,30888,2026-03-31
C00018,VW000058808,2026_14,1230,2026-03-31
C00018,V53342636,2026_14,1764,2026-03-31
C00018,VW000051918,2026_14,10587,2026-03-31
C00018,VW000067337,2026_18,286,2026-04-30
C00018,V53343086,2026_18,223,2026-04-30
C00018,VW000035923,2026_18,1074,2026-04-30
C00018,VW000097898,2026_18,56848,2026-04-30
C00018,V53343106,2026_18,25137,2026-04-30
C00018,V53342676,2026_18,441,2026-04-30
C00018,VW000026780,2026_18,1518,2026-04-30
C00018,VW000037335,2026_18,722,2026-04-30
C00018,VW000035924,2026_18,77504,2026-04-30
C00018,VW000027021,2026_18,1323,2026-04-30
C00018,VW000037395,2026_18,4800,2026-04-30
C00018,V53342836,2026_18,3969,2026-04-30
C00018,V53342296,2026_18,3818,2026-04-30
C00018,VW000038990,2026_18,19200,2026-04-30
C00018,VW000095903,2026_18,33264,2026-04-30
C00018,VW000058808,2026_18,1420,2026-04-30
C00018,VW000051918,2026_18,9875,2026-04-30
C00018,V53342636,2026_18,1764,2026-04-30
C00018,VW000068615,2026_18,840,2026-04-30
C00018,VW000065335,2026_18,2797,2026-04-30
C00018,VW000007073,2026_18,12348,2026-04-30
C00018,V53512215,2026_18,989,2026-04-30
C00018,VW000054852,2026_18,107200,2026-04-30
C00018,VW000092467,2026_18,16915,2026-04-30
C00018,VW151616,2026_18,68800,2026-04-30
C00018,VW151616,2026_23,43200,2026-05-31
C00018,VW000092467,2026_23,10726,2026-05-31
C00018,VW000054852,2026_23,88800,2026-05-31
C00018,V53512215,2026_23,787,2026-05-31
C00018,VW000065335,2026_23,2237,2026-05-31
C00018,VW000068615,2026_23,360,2026-05-31
C00018,VW000007073,2026_23,7056,2026-05-31
C00018,VW000051918,2026_23,6069,2026-05-31
C00018,VW000095903,2026_23,28512,2026-05-31
C00018,VW000058808,2026_23,1640,2026-05-31
C00018,V53342696,2026_23,441,2026-05-31
C00018,V53342636,2026_23,1764,2026-05-31
C00018,VW000038990,2026_23,11200,2026-05-31
C00018,V53342676,2026_23,441,2026-05-31
C00018,V53343106,2026_23,20727,2026-05-31
C00018,VW000037335,2026_23,653,2026-05-31
C00018,VW000026780,2026_23,603,2026-05-31
C00018,V53342296,2026_23,3063,2026-05-31
C00018,V53342836,2026_23,3087,2026-05-31
C00018,VW000037395,2026_23,3200,2026-05-31
C00018,VW000027021,2026_23,882,2026-05-31
C00018,VW000035924,2026_23,67094,2026-05-31
C00018,VW000097898,2026_23,35231,2026-05-31
C00018,V53343086,2026_23,193,2026-05-31
C00018,VW000035923,2026_23,716,2026-05-31
C00018,VW000026780,2026_27,1823,2026-06-30
C00018,V53343106,2026_27,21168,2026-06-30
C00018,VW000037335,2026_27,523,2026-06-30
C00018,VW000035924,2026_27,69007,2026-06-30
C00018,VW000027021,2026_27,1323,2026-06-30
C00018,VW000037395,2026_27,4000,2026-06-30
C00018,V53342836,2026_27,3087,2026-06-30
C00018,V53342296,2026_27,2764,2026-06-30
C00018,VW000038990,2026_27,16800,2026-06-30
C00018,VW000067337,2026_27,600,2026-06-30
C00018,VW000035923,2026_27,814,2026-06-30
C00018,V53343086,2026_27,202,2026-06-30
C00018,VW000097898,2026_27,60738,2026-06-30
C00018,VW000007073,2026_27,10143,2026-06-30
C00018,VW000068615,2026_27,480,2026-06-30
C00018,V53512215,2026_27,655,2026-06-30
C00018,VW000054852,2026_27,92000,2026-06-30
C00018,VW000092467,2026_27,13920,2026-06-30
C00018,VW151616,2026_27,75200,2026-06-30
C00018,VW000065335,2026_27,2029,2026-06-30
C00018,V53342636,2026_27,1323,2026-06-30
C00018,VW000051918,2026_27,8534,2026-06-30
C00018,VW000058808,2026_27,1400,2026-06-30
C00018,VW000095903,2026_27,28512,2026-06-30
C00018,VW000067337,2026_31,300,2026-07-31
C00018,VW000097898,2026_31,45377,2026-07-31
C00018,V53343086,2026_31,215,2026-07-31
C00018,VW000035923,2026_31,1044,2026-07-31
