ClientCode,ProductCode,Date,Quantity
C00303,VW000052297SLP,2025_28,1512
C00303,VW000040372SLP,2025_28,6216
C00018,VW000095903,2025_28,7128
C00018,V53342636,2025_28,882
C00018,VW000058808,2025_28,673
C00018,VW000051918,2025_28,2233
C00018,VW000037397,2025_28,1527
C00250,VW000038990POL,2025_28,800
C00250,VW000072687POL,2025_28,4760
C00250,VW241391POL,2025_28,4000
C00250,VW284514POL,2025_28,1680
C00018,VW000065335,2025_28,1080
C00018,VW151616,2025_28,27200
C00250,VW256713POL,2025_28,2700
C00250,VW000095163POL,2025_28,13800
C00250,VW000022745POL,2025_28,840
C00250,VW000068615POL,2025_28,2352
C00303,VW000085272SLP,2025_28,672
C00018,VW000092467,2025_28,2768
C00018,V53512215,2025_28,360
C00018,VW000068615,2025_28,480
C00018,VW000054852,2025_28,18400
C00250,VW000092467POL,2025_28,4896
C00250,VW000026833POL,2025_28,840
C00250,VW000066590POL,2025_28,560
C00250,VW000074561POL,2025_28,1960
C00250,VW000051919POL,2025_28,7000
C00250,VW447832POL,2025_28,4232
C00250,VW262948POL,2025_28,280
C00125,V471.553D,2025_28,5600
C00303,VW347551SLP,2025_28,5440
C00303,VW000079423SLP,2025_28,3600
C00303,VW000065106SLP,2025_28,2856
C00303,VW000095163SLP,2025_28,2240
C00018,V53342296,2025_28,1456
C00018,VW000027021,2025_28,441
C00018,VW000037335,2025_28,353
C00018,VW000026780,2025_28,6
C00018,VW000035924,2025_28,9273
C00018,VW000038990,2025_28,3200
C00018,V53343106,2025_28,5733
C00018,V53342836,2025_28,441
C00018,V53343086,2025_28,45
C00250,VW000037397POL,2025_28,26400
C00250,VW000067337POL,2025_28,168
C00250,VW000026780POL,2025_28,168
C00250,VW000079619POL,2025_28,800
C00303,VW000026780SLP,2025_28,1680
C00303,VW000037397SLP,2025_28,10400
C00303,VW447832SLP,2025_28,3520
C00303,VW000085271SLP,2025_28,336
C00018,VW000035923,2025_28,242
C00018,VW000097898,2025_28,17040
C00250,VW000079423POL,2025_28,5600
C00250,VW000037091POL,2025_28,560
C00250,VW000040372POL,2025_28,560
C00250,VW000097898POL,2025_28,4416
C00072,VW447251BRA,2025_28,1400
C00072,VW000037335BRA,2025_28,1540
C00072,V53343086BRA,2025_28,560
C00072,VW151616BRA,2025_28,1680
C00072,VW000035923BRA,2025_28,12600
C00072,VW000038990BRA,2025_28,3200
C00072,V53342696BRA,2025_28,1764
C00072,VW000058808BRA,2025_28,6160
C00125,VW000023134,2025_29,175
C00303,VW000052297SLP,2025_29,1512
C00303,VW000092467SLP,2025_29,26080
C00303,VW000040372SLP,2025_29,6552
C00250,VW000072687POL,2025_29,3360
C00250,VW284514POL,2025_29,280
C00250,VW241391POL,2025_29,2400
C00250,VW000038990POL,2025_29,1600
C00250,VW347551POL,2025_29,2800
C00250,VW000092467POL,2025_29,2720
C00250,VW000022745POL,2025_29,840
C00250,VW000095163POL,2025_29,12512
C00250,VW256713POL,2025_29,4500
C00303,VW000085272SLP,2025_29,840
C00250,VW000068615POL,2025_29,5208
C00303,VW000079423SLP,2025_29,3000
C00303,VW347551SLP,2025_29,5600
C00303,VW000095163SLP,2025_29,2400
C00303,VW000065106SLP,2025_29,3192
C00250,VW000074561POL,2025_29,1400
C00250,VW000066590POL,2025_29,280
C00250,VW000026833POL,2025_29,840
C00250,VW000095903POL,2025_29,368
C00250,VW000051919POL,2025_29,5600
C00250,VW262948POL,2025_29,560
C00250,VW447832POL,2025_29,4048
C00250,VW000067337POL,2025_29,168
C00250,VW000026780POL,2025_29,504
C00250,VW000079619POL,2025_29,800
C00250,VW000040372POL,2025_29,1960
C00250,VW000079423POL,2025_29,4000
C00250,VW000037397POL,2025_29,41600
C00303,VW000026780SLP,2025_29,1680
C00303,VW447832SLP,2025_29,3360
C00303,VW000037397SLP,2025_29,9600
C00303,VW000085271SLP,2025_29,168
C00250,VW000097898POL,2025_29,3128
C00250,VW000037091POL,2025_29,280
C00018,VW000097898,2025_29,10000
C00018,VW000035923,2025_29,163
C00018,V53343086,2025_29,87
C00018,V53342296,2025_29,984
C00018,V53342836,2025_29,882
C00018,V53343106,2025_29,3087
C00018,VW000026780,2025_29,6
C00018,VW000037335,2025_29,335
C00018,VW000035924,2025_29,5681
C00018,VW000054852,2025_29,11200
C00018,V53512215,2025_29,240
C00018,VW000065335,2025_29,720
C00018,VW000092467,2025_29,860
C00018,VW151616,2025_29,17600
C00018,V53342636,2025_29,882
C00018,VW000058808,2025_29,544
C00072,VW151616BRA,2025_29,1680
